what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182617468
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182617468
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182617827
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182619452
opened,view,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.views.AllMarkersView",1328182621155
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328182625687
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182640499
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182641718
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1328182641749
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182644780
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182645874
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1328182645905
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182654312
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182655733
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.launchShortcut.run",1328182655780
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182656218
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182662921
opened,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182670343
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182670452
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328182673874
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182676140
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182677546
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.launchShortcut.run",1328182677608
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182678140
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1328182737593
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182742530
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1328182743827
closed,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182743827
closed,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182743858
closed,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182743874
closed,editor,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.core.csssource.source",1328182743890
closed,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182743905
closed,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182743921
closed,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182743937
closed,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182743952
opened,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1328182749921
